user_id,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Steps,Active_Minutes,Sleep_Duration,Heart_Rate_Avg,Daily_Workout_Time,Diet_Quality,Fitness_Level
1368,29,Female,58.4,1.61,182,165,70,0.77,1259,HIIT,20.1,3.5,4,2,26.13,12437,159,7.88,93,51,Average,Intermediate
1369,35,Female,76.1,1.81,,153,74,2,1119,HIIT,17.7,3.3,2,1,26.86,7247,112,6.94,97,51,Average,Intermediate
1370,38,Male,93.7,1.66,168,169,68,1.97,875,Cardio,29,3.4,4,2,13.87,8703,133,4.34,61,51,Average,Intermediate
1371,42,Female,88.6,2,171,166,72,1.11,1335,Yoga,18.6,2.2,5,2,18.3,5607,57,6.5,90,51,Average,Intermediate
1372,18,Male,49.9,1.77,191,123,74,1.4,626,Strength,25.9,3.4,2,2,24.35,8302,90,4.53,71,51,Average,Intermediate
1373,42,Female,99.9,1.6,189,169,58,1.85,1099,HIIT,32.6,2.2,2,1,15.78,14930,137,8.61,63,51,Average,Intermediate
1374,26,Female,58.6,1.78,198,143,74,1.59,1008,Cardio,21.1,2.2,3,1,44.77,13025,39,8.23,64,51,Average,Intermediate
1375,36,Male,57.4,1.58,192,152,70,1.38,1137,Yoga,18.3,3.2,2,1,20.91,10234,37,8.62,80,51,Average,Intermediate
1376,47,Male,48.1,1.71,185,129,74,0.87,1177,Strength,28.1,2.6,3,3,12.32,4763,126,4.67,100,51,Average,Intermediate
1377,30,Male,60.1,1.93,187,140,58,1.48,875,HIIT,29.7,3.1,5,1,24.29,12400,80,5.26,88,51,Average,Intermediate
1378,23,Female,88,2,193,128,70,1.24,399,HIIT,23.9,2.8,3,1,31.33,14122,81,7.71,87,51,Average,Intermediate
1379,39,Female,62.5,1.74,162,141,58,1.27,699,,24.2,1.8,3,1,17.6,11659,79,4.43,61,51,Average,Intermediate
1380,38,Female,69.4,2,195,130,,1.34,1197,Strength,19.5,2.6,3,3,14.99,13307,54,5.02,68,51,Average,Intermediate
1381,20,Female,69.3,1.75,180,120,72,1.06,1421,Yoga,24.6,3.2,4,2,25.22,3085,134,6.84,64,100,Poor,Beginner
1382,18,Male,52.6,1.76,175,154,50,1.17,1783,Yoga,21,3,3,2,30.92,8582,165,6.48,73,100,Poor,Beginner
1383,39,Female,65.6,1.7,172,148,68,0.87,1709,HIIT,20.2,1.5,4,3,14.83,12344,158,5.76,99,100,Poor,Beginner
1384,45,Male,71.4,,179,140,52,1.56,1246,Strength,24.6,2.6,4,1,15.53,12153,47,6.19,100,100,Poor,Beginner
1385,22,Male,80.6,1.71,176,139,60,2,957,Cardio,31,2.4,4,2,12.32,9162,175,4.39,93,100,Poor,Beginner
1386,57,Female,43.5,2,172,159,59,1.73,530,Yoga,18.7,2.1,2,3,23.74,7886,157,5.15,98,100,Poor,Beginner
1387,25,Female,72.6,1.7,161,168,51,1.28,1262,Strength,22,3.1,4,2,16.45,11856,87,8.11,78,100,Poor,Beginner
1388,18,Male,87.5,1.76,169,160,60,2,1042,Yoga,22.4,3.3,2,3,21.79,7118,121,4.34,70,100,Poor,Beginner
1389,50,Male,46.8,1.77,180,128,70,1.4,803,HIIT,17,3.3,4,1,21.83,7719,177,5.21,93,100,Poor,Beginner
1390,27,Male,42.5,1.61,183,155,71,2,933,HIIT,22.9,1.6,2,1,,13014,132,7.09,94,100,Poor,Beginner
1391,43,Male,83.5,1.96,168,169,54,1.47,1522,Strength,,2.1,4,2,24.03,14428,179,6.35,76,100,Poor,Beginner
1392,18,Female,44.9,1.77,168,127,57,1.66,512,Strength,12.3,3.7,3,1,20.39,13702,116,6.11,72,100,Poor,Beginner
1393,18,Male,63.9,1.71,164,140,66,1.48,785,Yoga,30.2,3.3,4,2,21.96,8481,45,4.7,95,100,Poor,Beginner
1394,36,Female,67.5,1.71,173,,60,1.1,511,HIIT,20.6,1.5,4,1,18.75,8400,45,5.18,64,100,Poor,Beginner
1395,24,Female,59,1.68,,132,56,1.17,1186,\tCardio,24.2,3.4,3,3,14.37,12238,39,5.73,64,100,Poor,Beginner
1396,21,Male,90.1,1.72,184,138,68,1.35,1043,Yoga,27.1,2.1,4,3,22.34,9819,50,8.44,90,100,Poor,Beginner
1397,18,Male,48.2,1.75,180,134,63,1.39,1053,Yoga,22.1,2.2,4,1,16.34,5121,40,4.52,91,100,Poor,Beginner
1398,18,Male,78.1,1.75,184,158,50,,871,Cardio,31.6,2.5,2,3,17.61,11316,119,6.16,79,100,Poor,Beginner
1399,31,Male,67.4,1.83,167,122,66,1.49,1032,HIIT,30.6,3.1,5,2,18.29,6731,44,4.13,72,100,Poor,Beginner
1400,27,Male,44.1,1.56,169,,72,1.34,1124,Strength,10,3.1,2,1,20.18,11752,127,7.41,61,100,Poor,Beginner
1401,26,Male,65,1.69,171,162,62,1.54,1066,Strength,16.6,3.5,2,2,29.56,12052,129,7.83,68,100,Poor,Beginner
1402,33,Female,95,1.85,168,140,56,1.3,958,Strength,20.5,3.3,3,2,12.66,10040,170,4.69,88,100,Poor,Beginner
1403,30,Female,65.3,1.76,192,161,57,1.16,1092,Cardio,32.1,1.9,4,3,23.82,4933,124,5.76,81,100,Poor,Beginner
1404,59,Male,40,1.72,182,164,56,1.27,1783,HIIT,12.6,3.1,4,3,12.32,10152,90,5.16,97,100,Poor,Beginner
1405,46,Female,82.9,1.74,194,165,52,2,1107,Cardio,24.3,3.1,3,3,14.4,3164,167,6.84,60,100,Poor,Beginner
1406,18,Male,59.4,1.87,195,139,74,2,958,Yoga,14.9,2.7,3,2,36.72,14793,44,4.38,68,100,Poor,Beginner
1407,49,Male,58.2,1.82,171,154,67,1.38,624,Strength,20.8,3.5,4,1,19.11,10185,41,5.57,98,100,Poor,Beginner
1408,37,Female,77.3,1.58,180,140,61,1.57,1333,HIIT,23.5,1.5,2,2,12.32,13734,104,4.65,85,100,Poor,Beginner
1409,22,Male,66,1.67,181,122,50,0.96,912,Cardio,26.3,1.5,3,2,15.29,10843,49,4.38,94,100,Poor,Beginner
1410,29,Female,67.4,1.76,187,120,74,1.1,911,Cardio,21.4,2.3,5,1,19.6,6372,121,8.49,74,100,Poor,Beginner
1411,31,Male,62.2,1.7,168,155,55,0.62,1596,Strength,35,3.2,2,1,16.7,10266,123,7.9,78,89,Average,Advanced
1412,45,,67.3,1.67,198,155,54,0.72,1006,Yoga,33.2,3.5,4,2,17.76,13709,98,5.59,94,89,Average,Advanced
1413,27,Female,59.6,1.73,182,139,71,1.42,1321,Strength,16.3,3.3,4,3,16.62,11248,118,8.5,99,89,Average,Advanced
1414,35,Male,40,1.72,182,120,70,1.22,1178,HIIT,14.6,1.9,4,2,17.87,10966,82,8.56,93,89,Average,Advanced
1415,24,Male,41.3,1.73,180,156,74,1.55,1285,HIIT,26.2,3.2,4,3,14.93,6777,171,5.05,83,89,Average,Advanced
1416,48,Male,97,1.73,172,122,74,1.7,903,Cardio,12.8,3.5,4,2,22.39,14876,66,4.18,75,89,Average,Advanced
1417,59,Female,47.2,1.68,185,159,70,1.49,704,Strength,15.4,2.2,4,2,23.79,14441,146,8.77,61,89,Average,Advanced
1418,49,Female,58.7,1.79,,120,67,0.9,900,Cardio,24.4,3.7,4,2,28.66,11174,99,5.39,84,89,Average,Advanced
1419,33,Male,65.7,1.97,167,144,53,1.1,872,Cardio,19.1,2,4,1,19.14,7921,51,4.3,99,89,Average,Advanced
1420,31,Male,80.2,1.74,187,141,72,1.23,1326,Strength,21.2,2.8,2,2,16.1,9290,127,5.92,62,89,Average,Advanced
1421,40,Male,59.3,2,166,141,74,1.44,801,Cardio,24.6,3.4,5,2,17.04,6677,77,7.3,94,89,Average,Advanced
1422,28,Male,61.1,1.74,163,156,59,1.89,1277,Cardio,21.5,3.4,2,2,,3856,38,6.71,82,89,Average,Advanced
1423,57,Female,79.4,1.55,160,164,50,1.55,1116,Strength,32.2,3.6,2,2,14.69,3425,116,8.61,76,89,Average,Advanced
1424,55,Male,86.2,2,189,159,66,1.78,462,Strength,27.2,,3,1,20.09,12682,37,5.7,99,89,Average,Advanced
1425,28,Male,59.3,1.79,189,128,69,0.91,877,Strength,24.8,2.1,4,1,28.16,10111,44,8.04,95,89,Average,Advanced
1426,23,Male,40,1.87,161,,74,1.5,1200,Strength,23.7,3.3,4,3,13.11,9358,103,8.29,94,89,Average,Advanced
1427,30,,61.8,1.88,189,142,73,1.02,1033,Cardio,23.7,2.3,4,1,21.86,10594,175,7.85,76,89,Average,Advanced
1428,30,Male,40,1.63,192,157,64,1.31,1078,HIIT,10,2.8,3,1,14.92,5663,149,7.73,75,89,Average,Advanced
1429,25,Female,61.4,1.7,172,166,72,1.28,1064,Yoga,32.5,3,3,2,19.45,5160,101,8,77,89,Average,Advanced
1430,46,Female,80.2,1.98,172,155,73,1.29,1355,Yoga,26.8,3.3,4,3,15.63,4401,168,5.48,96,89,Average,Advanced
1431,24,Female,89,1.61,,160,74,1.3,827,Yoga,23.8,3.1,3,3,30.63,9465,100,5.81,76,89,Average,Advanced
1432,28,Male,58,1.77,179,157,74,1.59,1145,Yoga,21.3,1.5,2,3,14.72,13699,33,4.62,96,89,Average,Advanced
1433,27,Male,53,1.91,172,123,54,1.09,655,Strength,34.4,3.1,3,2,21.18,13826,97,8.24,88,89,Average,Advanced
1434,23,Female,51.2,1.92,187,169,55,1.1,969,Yoga,25.3,2.7,2,1,16.98,10581,32,6.33,82,89,Average,Advanced
1435,26,Female,51.9,1.9,182,129,55,2,1418,Cardio,32.2,2.4,2,1,20.41,10867,172,5.09,63,89,Average,Advanced
1436,27,Female,56.3,1.7,191,134,72,1.61,1631,Yoga,23.4,3.3,3,1,30.84,12495,100,8.49,95,89,Average,Advanced
1437,,Male,92.4,1.52,197,135,59,1.12,1515,Cardio,25.9,3.2,3,2,16.46,8145,142,4.9,77,89,Average,Advanced
1438,59,Male,108.3,1.53,183,122,50,0.86,1071,HIIT,21.9,3.3,3,1,17.75,7252,62,5.14,71,89,Average,Advanced
1439,22,Female,71.5,1.81,195,164,51,1.52,935,Yoga,22,2.6,3,2,14.55,5406,42,5.16,62,89,Average,Advanced
1440,18,Male,89.4,1.84,168,168,69,2,968,Strength,17.3,2.6,5,2,14.77,6018,142,6.9,62,89,Average,Advanced
1441,32,Male,82.3,1.55,172,128,74,1.52,990,HIIT,26.7,2,3,1,20.15,12067,45,8.76,76,22,Good,Intermediate
1442,35,Male,96.5,1.54,168,160,70,1.43,1573,Yoga,35,3.4,4,1,20.43,7217,120,6.7,62,22,Good,Intermediate
1443,44,Male,40,1.91,181,124,71,1.55,1545,Cardio,26.5,3.4,3,1,35.01,12839,57,4.39,88,22,Good,Intermediate
1444,43,Male,65.2,1.5,182,157,68,2,1417,Yoga,26.7,3.1,4,2,14.95,4854,90,5.02,96,22,Good,Intermediate
1445,38,Female,77.1,,177,169,72,1.73,1538,Cardio,26.4,3.6,3,1,13.97,9084,136,4.36,87,22,Good,Intermediate
1446,18,Male,53.9,1.62,170,169,72,1.38,810,Cardio,24.7,3.4,3,1,29.34,7638,113,7.03,83,22,Good,Intermediate
1447,42,Male,,1.87,176,127,74,1.82,693,Yoga,10,2.1,4,1,20.3,8488,125,6.35,78,22,Good,Intermediate
1448,22,,69.6,1.8,186,136,73,1.37,1081,Cardio,28.6,2,5,3,21.14,13189,124,4.22,69,22,Good,Intermediate
1449,18,,62.9,1.72,191,157,63,1.31,514,Strength,26.3,2.2,3,2,12.32,12686,84,8.04,92,22,Good,Intermediate
1450,18,,69.1,1.64,183,139,73,1.32,1002,,26,1.5,5,1,16.27,14727,160,7.92,82,22,Good,Intermediate
1451,37,Female,61.3,1.96,193,169,65,2,947,Yoga,31.1,3.5,5,1,24.18,6520,179,4.16,69,22,Good,Intermediate
1452,37,Female,78.5,1.5,189,169,60,1.67,954,HIIT,17.9,2.4,3,3,21.98,9243,50,8.78,74,22,Good,Intermediate
1453,41,Female,40,1.78,182,155,68,1.51,1376,HIIT,29.8,2.1,2,3,12.32,12263,177,7.15,86,22,Good,Intermediate
1454,18,Male,49.9,1.75,182,158,74,2,1032,Strength,23.1,3.1,5,1,17.64,11830,165,7.99,98,22,Good,Intermediate
1455,46,Female,69.9,1.68,173,168,64,1.43,911,Strength,35,3.4,3,2,18.95,10738,163,6.21,77,22,Good,Intermediate
1456,24,Male,62.5,1.58,175,137,51,2,1231,Strength,32.2,3.6,4,1,36.26,6195,105,8.56,81,22,Good,Intermediate
1457,22,Male,40,1.67,162,146,59,1.04,807,Strength,24.1,1.5,3,1,13.05,6982,122,5.15,80,22,Good,Intermediate
1458,53,Female,46.8,1.69,163,169,56,1.32,1017,HIIT,27.6,2.4,4,2,29.04,4890,143,7.66,86,22,Good,Intermediate
1459,44,Female,75.2,1.9,185,131,65,0.94,1303,Cardio,18,3.4,3,2,,8929,173,6.53,83,22,Good,Intermediate
1460,43,Male,70.1,1.72,187,129,54,1.43,984,HIIT,25,1.6,3,1,25.52,13704,88,6.24,86,22,Good,Intermediate
1461,18,Male,40,1.7,190,120,64,1.33,1589,Yoga,26.8,3.1,2,1,18.76,6764,62,8.63,75,22,Good,Intermediate
1462,59,Female,73.6,1.6,164,158,58,1.35,1216,\nStrength,30,2.3,5,2,15.78,9678,65,7.03,78,22,Good,Intermediate
1463,18,Male,40,1.65,160,144,73,2,1078,\tYoga,17.4,3.5,2,1,21.36,8596,50,6.04,92,22,Good,Intermediate
1464,43,Male,72.6,1.64,166,152,54,1.22,1188,Cardio,21.3,2.5,2,2,12.97,5431,80,8.5,89,22,Good,Intermediate
1465,36,Male,87.6,1.81,179,140,56,0.9,645,HIIT,22.1,3.6,2,1,18.22,3254,137,5.32,95,22,Good,Intermediate
1466,26,Female,110.3,1.94,171,,51,1.25,1376,HIIT,30,3.7,3,1,12.32,14655,55,4.63,62,22,Good,Intermediate
1467,,Female,79,1.68,195,158,61,2,1410,Strength,31.1,2.5,5,2,14.2,10068,72,8.95,68,22,Good,Intermediate
1468,40,Male,40,1.73,194,149,72,1.06,811,HIIT,19.4,2.7,2,3,36.56,11436,129,8.52,82,22,Good,Intermediate
1469,18,Male,123.8,1.62,164,167,59,1.43,303,Strength,22.3,3.6,2,3,24.63,5088,172,5.21,78,22,Good,Intermediate
1470,59,Female,40,1.84,167,137,53,1.87,681,Yoga,23.7,2.2,2,2,14.55,4950,116,6.96,99,22,Good,Intermediate
1471,38,Male,41.4,1.71,183,168,73,0.94,1253,Yoga,30.8,3.2,3,1,14.6,4765,41,4.37,82,68,Good,Advanced
1472,33,Female,60.5,1.76,160,146,67,0.58,1172,HIIT,26.4,,4,2,28.93,10354,145,7.7,87,68,Good,Advanced
1473,45,Female,40,1.69,162,147,68,1.19,979,HIIT,25.2,2.4,4,2,12.75,7739,64,7.67,97,68,Good,Advanced
1474,44,Female,52.8,1.71,198,132,63,2,1783,HIIT,21.7,3.4,4,2,12.32,11345,31,6.97,83,68,Good,Advanced
1475,39,Female,69.9,1.85,164,147,50,1.3,1562,Yoga,27.7,3.7,3,3,12.87,14041,127,5.6,71,68,Good,Advanced
1476,25,Female,51,1.76,167,127,70,0.72,1119,,25.1,2.6,4,3,12.64,11334,101,8.72,66,68,Good,Advanced
1477,50,Female,92.6,1.91,171,137,54,1.6,303,Strength,25.2,2.3,3,1,21.42,6805,117,4.24,93,68,Good,Advanced
1478,21,Female,52.7,1.53,182,134,50,1.19,1090,Strength,31.5,3.4,3,3,25.06,11604,139,5.43,84,68,Good,Advanced
1479,49,Male,40,1.75,166,169,59,1.3,,Yoga,19.7,1.6,4,2,19.15,8219,66,4.21,73,68,Good,Advanced
1480,20,Male,40,1.78,192,149,57,0.93,1075,Strength,25.5,1.9,4,1,22.57,10053,177,8.4,80,68,Good,Advanced
1481,50,Male,40,1.92,168,144,55,1.48,692,Cardio,16,2.5,5,1,18.29,4629,72,4.59,77,68,Good,Advanced
1482,52,Female,81.7,1.59,164,136,67,1.91,1025,HIIT,28.2,3.4,2,2,19.89,10973,73,5.44,76,68,Good,Advanced
1483,41,Male,65.9,1.93,188,124,74,1.36,1419,Yoga,22.6,1.5,2,2,17.6,12931,89,7.33,69,68,Good,Advanced
1484,22,Male,55,1.88,176,131,74,2,1445,Yoga,16.3,1.9,,1,26.04,4572,160,7.77,61,68,Good,Advanced
1485,19,,92.2,1.73,170,150,74,2,538,Cardio,10,2.2,2,1,15.3,12804,168,6.69,72,68,Good,Advanced
1486,31,Female,67.9,1.7,163,124,68,1.43,1338,Cardio,13,3.1,5,1,13.87,3109,36,5.85,78,68,Good,Advanced
1487,32,Female,86,1.6,164,144,65,1.09,1196,HIIT,17.4,1.5,2,1,20.18,12357,143,6.6,89,68,Good,Advanced
1488,29,Female,60.6,1.83,172,161,60,1.32,760,Strength,25,3.3,5,2,18.03,7832,60,6.22,87,68,Good,Advanced
1489,34,Male,47.8,1.69,182,153,68,1.63,1249,Yoga,20.2,1.5,4,3,12.32,11081,65,8.97,67,68,Good,Advanced
1490,19,Male,79.4,1.77,165,150,73,1.23,1148,Cardio,24.1,3.3,3,2,22.64,8795,86,7.64,80,68,Good,Advanced
1491,33,Female,62.4,1.72,168,164,74,0.91,1042,Yoga,27.1,3.4,5,2,29.29,5567,100,6.27,92,68,Good,Advanced
1492,47,Male,71.3,1.83,186,163,68,0.95,837,Strength,22.6,1.5,5,2,18.61,14011,110,8.46,62,68,Good,Advanced
1493,37,Male,116.2,1.65,194,160,74,1.98,1036,Yoga,22.1,2.4,4,1,23.58,10100,163,5.59,95,68,Good,Advanced
1494,50,Male,55.8,1.81,161,126,55,1.32,909,Yoga,23.6,2.9,4,2,12.32,13831,39,8.75,100,68,Good,Advanced
1495,49,Male,53.5,1.79,167,158,64,1.31,1268,Yoga,,1.9,2,1,27.68,3130,180,5.88,74,68,Good,Advanced
1496,53,Female,55.9,1.78,182,125,58,1.45,1308,Yoga,21.1,1.5,3,2,12.32,14032,150,4.76,71,68,Good,Advanced
1497,29,Female,80.7,1.74,192,121,72,1.43,839,Strength,26.5,1.5,4,1,12.32,11138,80,7.17,65,68,Good,Advanced
1498,46,Male,69,1.88,177,120,74,1.63,1183,Strength,23.4,3.6,4,2,14.54,11459,84,4.02,64,68,Good,Advanced
1499,34,Male,60.5,1.8,171,120,68,1.57,1452,Cardio,27.1,3.2,3,1,12.32,11039,83,7.55,62,68,Good,Advanced
1500,44,,71.6,1.73,167,138,71,1.45,1000,Strength,23.6,2.6,2,3,21.12,9851,127,7.16,75,68,Good,Advanced
1501,51,Female,96.3,1.88,166,127,59,1.32,1362,Strength,28.1,1.9,2,2,16.31,2875.96,165,7.28,71,120,Good,Advanced
1502,47,Male,48.4,1.65,196,148,60,1.29,1357,Cardio,11.3,1.5,3,2,12.51,13448,104,7.34,91,120,Good,Advanced
1503,52,Male,77.8,1.59,183,135,50,1.37,949,Cardio,27.3,2.9,4,2,23.73,7916,121,6.72,78,120,Good,Advanced
1504,25,Male,85.5,1.8,168,156,69,1.39,644,Strength,15.7,3.3,2,1,12.32,13322,103,6.1,88,120,Good,Advanced
1505,28,,74.9,1.74,196,163,54,1.24,1144,Cardio,30.7,1.6,2,1,25.53,4581,138,4.58,89,120,Good,Advanced
1506,30,Male,67.4,1.79,185,169,59,1.27,1398,Cardio,18.9,3.4,5,3,25.14,8331,118,7.48,68,120,Good,Advanced
1507,36,Male,71,1.66,168,131,74,1.1,567,HIIT,20.3,3.7,4,1,28.31,8224,155,7.01,75,120,Good,Advanced
1508,24,Female,50.5,2,177,129,70,1.33,1213,Strength,26.6,,2,2,16.2,10925,159,5.08,86,120,Good,Advanced
1509,55,Male,94.8,2,192,169,50,1.38,1458,Strength,23.2,2.3,3,3,,3474,112,5.31,80,120,Good,Advanced
1510,,Female,73.6,1.79,195,146,73,1.13,636,HIIT,14.1,2.7,2,1,12.32,3996,143,6.13,76,120,Good,Advanced
1511,21,Male,47.8,1.62,173,129,74,1.59,1638,HIIT,25.8,2.4,3,2,12.32,9737,86,5.7,62,120,Good,Advanced
1512,41,Male,40,1.74,166,154,71,1.13,1356,HIIT,20.1,2.8,3,3,15.67,3895,86,6.86,70,120,Good,Advanced
1513,51,Male,43.9,1.78,194,136,51,0.98,1293,Strength,27,1.5,2,1,15.75,8054,58,8.74,99,120,Good,Advanced
1514,47,Male,59.6,1.88,192,125,50,1.32,1108,Yoga,30.6,2.3,3,2,12.32,11782,168,4.1,61,120,Good,Advanced
1515,22,Female,56.1,1.91,167,122,70,1.4,1183,Cardio,24.9,2.7,2,1,12.32,13006,115,8.56,95,120,Good,Advanced
1516,18,Male,56.5,1.93,177,156,52,1.53,1419,Strength,22.3,3.5,4,2,16.43,9212,162,5.05,94,120,Good,Advanced
1517,39,Male,83.7,1.52,187,152,58,1.65,1647,Strength,29.3,3.2,,,15.84,4039,167,5.98,74,120,Good,Advanced
1518,34,Female,79.1,1.73,188,151,58,1.32,1191,Yoga,30.7,3.6,,2,18.31,6251,125,5.66,73,120,Good,Advanced
1519,46,Female,56.7,1.97,199,160,56,1.3,1215,HIIT,26.4,2.4,3,1,16.02,7754,33,4.18,61,120,Good,Advanced
1520,22,Female,48.9,1.84,185,164,73,1.13,,Yoga,27,1.5,3,3,22.64,12059,131,7.96,62,120,Good,Advanced
1521,43,Female,47.1,1.81,166,149,69,0.76,998,HIIT,22.2,3,4,1,29.69,11627,36,5.15,75,120,Good,Advanced
1522,51,Male,65.1,1.85,185,130,60,2,717,Cardio,22.2,1.9,2,2,15.62,5571,61,8.06,84,120,Good,Advanced
1523,55,Female,60.6,1.68,185,124,70,1.35,1447,HIIT,24,2,4,1,18.66,3553,99,8.31,64,120,Good,Advanced
1524,42,Female,101,1.56,186,168,56,1.19,650,HIIT,27.6,3.6,4,1,24.46,13736,136,4.1,94,120,Good,Advanced
1525,31,Female,66.4,1.76,175,140,69,1.55,640,Strength,24.7,3.5,4,2,29.07,4210,54,7.68,85,120,Good,Advanced
1526,49,Male,97.1,2,174,153,74,1.26,763,Strength,10,2.6,2,2,23.64,12910,109,7.92,87,120,Good,Advanced
1527,29,Male,73.7,1.88,192,141,59,1.68,769,Cardio,,3.2,3,3,24.55,6183,107,5.37,72,120,Good,Advanced
1528,44,Male,86.1,1.73,178,140,51,1.12,1244,Strength,22.7,3.4,3,3,19.23,11394,177,6.36,78,120,Good,Advanced
1529,37,Female,58.7,1.78,195,154,59,1.34,1015,Cardio,29.5,2.8,2,3,18.67,4633,134,6.8,90,120,Good,Advanced
1530,37,Female,69.1,1.74,175,127,53,1.61,1411,Strength,31.9,3.6,2,2,18.07,10037,166,6.53,84,120,Good,Advanced
1531,46,Female,73,1.73,164,150,54,1.87,1037,Cardio,25.1,3.4,2,,15.27,7659,130,8.76,94,111,Excellent,Intermediate
1532,53,Male,67.3,1.5,199,151,60,1.04,593,HIIT,15.8,3.4,4,2,12.32,3282,87,6.89,61,111,Excellent,Intermediate
1533,47,Female,59.2,1.67,182,169,57,1.06,1252,HIIT,31.5,2.2,3,2,23.65,14707,144,5.85,96,111,Excellent,Intermediate
1534,46,Female,119.6,1.71,176,129,53,1.26,1144,HIIT,23.9,1.7,4,2,12.32,9510,115,4.72,100,111,Excellent,Intermediate
1535,53,Male,80.1,1.69,188,167,74,2,1196,Strength,13,2.3,3,1,14.85,4785,73,5.04,91,111,Excellent,Intermediate
1536,42,Male,59.1,1.65,183,138,71,2,957,Strength,21.2,2,2,2,35.06,4370,66,6.02,90,111,Excellent,Intermediate
1537,48,,88.8,1.91,183,156,67,0.87,853,Cardio,32.5,3.3,3,2,19.12,12722,175,7.8,63,111,Excellent,Intermediate
1538,36,Male,53.4,1.75,177,120,70,0.68,1257,Yoga,26.7,2.7,5,2,35.28,11575,109,7.7,69,111,Excellent,Intermediate
1539,18,Male,98.9,1.58,181,126,68,1.48,1330,Cardio,27.5,3.1,3,2,12.32,11084,174,6.99,60,111,Excellent,Intermediate
1540,41,Female,112.2,1.81,188,159,53,1.16,995,Yoga,30.3,3.3,3,2,18.28,3598,173,7.97,94,111,Excellent,Intermediate
1541,30,Male,101.6,1.73,190,133,56,1.38,1047,Cardio,22.1,3.2,3,3,40.75,7393,90,5.61,90,111,Excellent,Intermediate
1542,19,Female,74.7,1.85,194,127,74,0.65,1105,Cardio,19.4,3.6,2,2,16.46,11188,50,8.61,87,111,Excellent,Intermediate
1543,22,Male,68.4,1.86,175,129,66,1.99,895,Cardio,20,3.6,5,1,16.16,11428,62,7.78,70,111,Excellent,Intermediate
1544,22,Female,86.2,1.93,167,145,62,1.74,640,Strength,18.6,3.3,3,1,29.48,14456,72,4.99,67,111,Excellent,Intermediate
1545,51,Male,98.9,1.85,181,138,70,1.49,859,Cardio,25,1.5,2,2,25.3,11518,156,4.85,93,111,Excellent,Intermediate
1546,27,Female,50.6,2,174,129,68,1.34,1179,HIIT,31,2,5,2,24.12,3639,170,6.09,60,111,Excellent,Intermediate
1547,56,Female,68.1,2,168,160,74,1.39,1350,Yoga,23.8,3.3,5,2,17.05,10982,105,7.6,77,111,Excellent,Intermediate
1548,22,Female,53,1.83,199,129,74,0.88,540,Strength,11.9,3.1,4,2,15.29,7861,125,6.82,70,111,Excellent,Intermediate
1549,28,Male,59.2,1.68,187,127,54,1.53,466,Strength,27.3,2.9,2,3,12.32,11560,82,8.01,83,111,Excellent,Intermediate
1550,35,Male,40,2,169,138,72,1.08,576,Strength,31.2,2.9,2,3,20.21,5318,150,6.31,81,111,Excellent,Intermediate
1551,48,Male,90.4,2,193,156,59,1.78,1246,Cardio,24.4,2.3,3,2,13.35,11509,64,4.82,90,111,Excellent,Intermediate
1552,25,Female,74.6,1.63,182,160,60,0.93,1028,HIIT,14.8,3.5,3,2,18.08,14798,75,4.75,64,111,Excellent,Intermediate
1553,24,Male,92.2,1.71,194,141,59,2,1580,HIIT,32.9,2.4,4,2,,3160,78,5,66,111,Excellent,Intermediate
1554,35,Female,56.2,1.74,170,151,66,0.99,1215,Strength,26.9,2.9,4,2,20.61,3091,54,4.31,89,111,Excellent,Intermediate
1555,18,Male,63,1.66,191,168,74,0.89,456,Strength,24.5,2.7,3,2,14.75,11810,119,7.18,74,111,Excellent,Intermediate
1556,50,Female,76.1,1.82,191,146,54,1.12,817,Cardio,25,3.2,2,1,14.5,12739,79,5.37,87,111,Excellent,Intermediate
1557,52,Male,66.6,1.56,175,152,60,1.04,1783,Yoga,15.4,2.7,4,2,40,8651,124,7.12,85,111,Excellent,Intermediate
1558,32,Female,45.9,1.83,192,120,55,1.49,808,Yoga,22.4,1.5,3,1,17.82,12575,81,4.39,69,111,Excellent,Intermediate
1559,31,Female,86.4,1.59,187,169,50,2,1336,Yoga,27.6,1.6,4,1,14.57,7173,101,4.89,96,111,Excellent,Intermediate
1560,30,Female,54.9,1.93,187,165,70,0.94,836,Cardio,26.7,3.7,4,2,13.37,4687,163,6.94,84,111,Excellent,Intermediate
1561,21,Male,91.2,1.7,194,142,62,0.91,1090,Strength,33.3,3.7,3,2,17.63,4676,100,8.83,99,65,Excellent,Intermediate
1562,46,Male,54.2,1.91,171,169,67,0.9,771,HIIT,14,2.6,3,3,26.79,8409,83,4.84,74,65,Excellent,Intermediate
1563,22,Female,60.8,1.77,169,130,74,1.1,1298,Cardio,25.4,3.3,2,3,13.58,13952,67,4.72,90,65,Excellent,Intermediate
1564,30,Male,46.8,1.67,164,153,74,1.53,684,Cardio,15.2,2.3,4,2,12.32,6546,43,4.68,88,65,Excellent,Intermediate
1565,31,Female,48.1,1.58,181,125,70,1.88,695,HIIT,23.1,3.3,3,2,26.69,3004,113,5.51,67,65,Excellent,Intermediate
